DATEenvoi;cardkey;Lot;Typquest;Satisfaction;Recommandation;Detracteur;Neutre;Promoteur;week;CA
2017-02;440;1;4;4;4;1;0;0;19/02/2017;69.75362507
2017-02;347;1;3;2;7;0;1;0;19/02/2017;95.73505253
2017-02;140;1;4;2;10;0;0;1;19/02/2017;144.42172
2017-02;221;3;5;3;4;1;0;0;19/02/2017;90.42155485
2017-02;470;2;1;4;3;1;0;0;19/02/2017;76.34594925
2017-02;455;3;5;1;10;0;0;1;19/02/2017;134.7679567
2017-02;145;2;1;1;7;0;1;0;19/02/2017;91.72058524
2017-02;131;2;1;2;6;1;0;0;19/02/2017;43.54763429
2017-02;50;3;5;2;10;0;0;1;19/02/2017;162.8752866
2017-02;185;3;5;2;8;0;1;0;19/02/2017;95.24876985
2017-02;40;3;5;3;5;1;0;0;19/02/2017;84.10845745
2017-02;51;2;1;2;9;0;0;1;19/02/2017;141.3945722
2017-02;79;3;5;2;5;1;0;0;19/02/2017;69.25238553
2017-02;10;3;5;2;10;0;0;1;19/02/2017;131.107106
2017-02;130;3;5;2;9;0;0;1;19/02/2017;132.468186
2017-02;6;1;1;2;9;0;0;1;19/02/2017;133.3348015
2017-02;219;3;5;3;6;1;0;0;19/02/2017;58.81544405
2017-02;288;2;1;1;8;0;1;0;19/02/2017;105.2920754
2017-02;133;2;1;1;10;0;0;1;19/02/2017;138.6242727
2017-02;3;3;5;4;4;1;0;0;19/02/2017;55.32319246
2017-02;136;3;5;1;7;0;1;0;19/02/2017;90.89113535
2017-02;286;1;3;1;10;0;0;1;19/02/2017;110.5928762
2017-02;339;2;1;1;9;0;0;1;19/02/2017;124.7683947
2017-02;411;2;1;1;7;0;1;0;26/02/2017;103.0481489
2017-02;402;3;5;1;7;0;1;0;26/02/2017;97.74834069
2017-02;473;1;3;2;10;0;0;1;26/02/2017;103.0245603
2017-02;165;3;5;1;9;0;0;1;26/02/2017;123.6670864
2017-02;125;3;5;3;4;1;0;0;26/02/2017;82.56987952
2017-02;302;2;1;3;5;1;0;0;26/02/2017;83.72695147
2017-02;203;1;1;1;8;0;1;0;26/02/2017;107.1595975
2017-02;313;3;5;2;7;0;1;0;26/02/2017;107.1432896
2017-02;348;3;5;3;4;1;0;0;26/02/2017;52.55950018
2017-02;15;1;2;1;7;0;1;0;26/02/2017;108.0117048
2017-02;172;3;5;3;1;1;0;0;26/02/2017;81.61536879
2017-02;449;1;1;2;7;0;1;0;26/02/2017;101.0059101
2017-02;341;1;3;2;10;0;0;1;26/02/2017;117.4072677
2017-02;324;1;3;3;5;1;0;0;26/02/2017;49.57334471
2017-02;349;3;5;1;8;0;1;0;26/02/2017;94.14857297
2017-02;424;3;5;4;3;1;0;0;26/02/2017;47.85697547
2017-02;314;1;3;2;7;0;1;0;26/02/2017;109.3369339
2017-02;99;3;5;4;4;1;0;0;26/02/2017;82.46535863
2017-02;220;2;1;3;6;1;0;0;26/02/2017;61.64335903
2017-02;7;2;1;1;9;0;0;1;26/02/2017;147.4393294
2017-02;273;1;1;3;5;1;0;0;26/02/2017;93.50264099
2017-02;5;3;5;2;8;0;1;0;26/02/2017;102.0774785
2017-02;150;2;1;2;5;1;0;0;26/02/2017;76.07903837
2017-02;39;1;3;1;10;0;0;1;26/02/2017;142.1219553
2017-02;407;2;1;1;9;0;0;1;26/02/2017;140.1426739
2017-02;64;2;1;1;7;0;1;0;26/02/2017;90.25224666
2017-02;226;2;1;1;7;0;1;0;26/02/2017;108.3313486
2017-02;404;1;1;1;8;0;1;0;26/02/2017;103.2997174
2017-02;207;2;1;2;8;0;1;0;26/02/2017;102.5268002
2017-02;493;2;1;1;8;0;1;0;26/02/2017;95.26050748
2017-02;303;2;1;3;4;1;0;0;26/02/2017;35.84877859
2017-02;417;2;1;2;7;0;1;0;26/02/2017;107.9654117
2017-02;97;2;1;2;10;0;0;1;26/02/2017;159.6692616
2017-02;455;2;1;1;9;0;0;1;26/02/2017;119.0864057
2017-02;425;1;4;4;4;1;0;0;26/02/2017;51.16223665
2017-02;400;3;5;1;7;0;1;0;26/02/2017;106.4153038
2017-02;149;3;5;2;5;1;0;0;26/02/2017;75.65947851
2017-02;328;3;5;1;10;0;0;1;26/02/2017;113.8627549
2017-02;114;1;2;1;8;0;1;0;26/02/2017;108.8184664
2017-02;166;2;1;1;9;0;0;1;26/02/2017;124.1459885
2017-02;120;2;1;1;8;0;1;0;26/02/2017;108.8704141
2017-02;318;1;4;1;10;0;0;1;26/02/2017;129.1832761
2017-02;329;3;5;2;9;0;0;1;26/02/2017;120.3937024
2017-02;193;3;5;1;8;0;1;0;26/02/2017;93.77202154
2017-02;177;3;5;3;3;1;0;0;26/02/2017;89.57960026
2017-02;427;2;1;2;7;0;1;0;26/02/2017;99.06039428
2017-02;201;3;5;2;6;1;0;0;26/02/2017;78.64326055
2017-02;266;1;1;2;10;0;0;1;26/02/2017;135.7995025
2017-02;392;1;3;1;10;0;0;1;26/02/2017;122.095328
2017-02;224;3;5;2;5;1;0;0;26/02/2017;72.09424066
2017-02;346;1;4;1;10;0;0;1;26/02/2017;148.0198602
2017-02;56;1;4;3;1;1;0;0;26/02/2017;73.92656991
2017-02;255;3;5;1;9;0;0;1;26/02/2017;121.145741
2017-02;65;1;3;3;1;1;0;0;26/02/2017;79.94010646
2017-02;78;3;5;1;7;0;1;0;26/02/2017;91.05155688
2017-02;79;1;2;3;4;1;0;0;26/02/2017;62.73564174
2017-02;430;1;1;2;10;0;0;1;26/02/2017;152.1838845
2017-02;42;1;2;1;7;0;1;0;26/02/2017;102.991264
2017-02;29;3;5;3;1;1;0;0;26/02/2017;34.98619378
2017-02;436;2;1;1;9;0;0;1;26/02/2017;130.5827259
2017-02;461;2;1;2;9;0;0;1;26/02/2017;144.5012454
2017-02;435;2;1;2;8;0;1;0;26/02/2017;97.16637331
2017-02;35;3;5;1;9;0;0;1;26/02/2017;151.6343928
2017-02;110;3;5;2;7;0;1;0;26/02/2017;98.61716012
2017-02;308;2;1;2;7;0;1;0;26/02/2017;100.1205937
2017-02;75;3;5;1;8;0;1;0;26/02/2017;95.65435248
2017-02;60;2;1;2;9;0;0;1;26/02/2017;138.4047429
2017-02;121;3;5;2;9;0;0;1;26/02/2017;109.6681828
2017-02;497;2;1;2;10;0;0;1;26/02/2017;123.0904689
2017-02;92;3;5;1;10;0;0;1;26/02/2017;142.1458222
2017-02;110;3;5;2;9;0;0;1;26/02/2017;158.4112313
2017-02;417;3;5;2;9;0;0;1;26/02/2017;140.1986664
2017-02;418;2;1;1;8;0;1;0;26/02/2017;92.3464776
2017-02;492;2;1;3;6;1;0;0;26/02/2017;78.0878221
2017-02;95;3;5;1;7;0;1;0;26/02/2017;93.30859839
2017-02;458;3;5;2;6;1;0;0;26/02/2017;60.75727819
2017-02;272;3;5;3;2;1;0;0;26/02/2017;76.91715803
2017-02;357;3;5;1;7;0;1;0;26/02/2017;97.71289614
2017-02;62;1;2;2;9;0;0;1;26/02/2017;128.3079798
2017-02;415;3;5;2;5;1;0;0;26/02/2017;62.64335823
2017-02;24;2;1;1;9;0;0;1;26/02/2017;141.050753
2017-02;312;1;2;3;4;1;0;0;26/02/2017;66.54330317
2017-02;276;1;2;1;9;0;0;1;26/02/2017;151.1731045
2017-02;455;1;2;1;9;0;0;1;26/02/2017;125.6740358
2017-02;245;1;3;1;9;0;0;1;26/02/2017;133.9342828
2017-02;213;3;5;1;10;0;0;1;26/02/2017;100.9389098
2017-02;475;3;5;2;10;0;0;1;26/02/2017;153.0468889
2017-02;470;3;5;2;7;0;1;0;26/02/2017;109.8708237
2017-02;319;1;3;3;6;1;0;0;26/02/2017;85.63265434
2017-02;255;2;1;2;9;0;0;1;26/02/2017;124.3186829
2017-02;146;2;1;2;10;0;0;1;26/02/2017;128.1794688
2017-02;94;2;1;2;9;0;0;1;26/02/2017;132.9971125
2017-02;87;2;1;1;8;0;1;0;26/02/2017;98.45469789
2017-02;67;2;1;1;8;0;1;0;26/02/2017;91.36931079
2017-02;211;3;5;2;10;0;0;1;26/02/2017;144.7531504
2017-02;54;2;1;1;9;0;0;1;26/02/2017;129.4730548
2017-02;211;3;5;1;10;0;0;1;26/02/2017;114.9399995
2017-02;277;1;1;2;9;0;0;1;26/02/2017;154.3737237
2017-02;312;1;2;1;10;0;0;1;26/02/2017;145.3784083
2017-02;169;2;1;3;5;1;0;0;26/02/2017;96.93231235
2017-02;295;1;1;3;6;1;0;0;26/02/2017;42.7518284
2017-02;180;3;5;2;7;0;1;0;26/02/2017;96.18787616
2017-02;397;2;1;3;6;1;0;0;26/02/2017;83.14197689
2017-02;272;2;1;2;10;0;0;1;26/02/2017;128.2623429
2017-02;73;3;5;3;6;1;0;0;26/02/2017;83.9653378
2017-02;342;3;5;2;7;0;1;0;26/02/2017;107.7764047
2017-02;472;2;1;2;10;0;0;1;26/02/2017;118.990619
2017-02;351;2;1;1;10;0;0;1;26/02/2017;106.1881597
2017-02;321;1;1;2;5;1;0;0;26/02/2017;94.40585109
2017-02;247;2;1;2;8;0;1;0;26/02/2017;110.0326896
2017-02;67;3;5;3;5;1;0;0;26/02/2017;40.21221772
2017-02;74;3;5;2;10;0;0;1;26/02/2017;145.7827107
2017-02;493;2;1;1;8;0;1;0;26/02/2017;89.76696981
2017-02;11;2;1;2;9;0;0;1;26/02/2017;143.4913621
2017-02;119;3;5;1;9;0;0;1;26/02/2017;136.4484931
2017-02;14;2;1;1;8;0;1;0;26/02/2017;98.54475951
2017-02;55;1;3;2;8;0;1;0;26/02/2017;91.91431423
2017-02;460;2;1;4;2;1;0;0;26/02/2017;54.86097429
2017-02;44;1;2;2;7;0;1;0;26/02/2017;108.1896393
2017-02;331;2;1;2;9;0;0;1;26/02/2017;121.078806
2017-02;29;3;5;2;7;0;1;0;26/02/2017;109.9755094
2017-02;488;3;5;2;7;0;1;0;26/02/2017;104.2693954
2017-02;444;1;3;1;7;0;1;0;26/02/2017;102.6625607
2017-02;276;2;1;2;5;1;0;0;26/02/2017;67.83571107
2017-02;312;2;1;2;8;0;1;0;26/02/2017;92.48458341
2017-02;255;3;5;1;9;0;0;1;05/03/2017;143.9770041
2017-02;240;3;5;1;8;0;1;0;05/03/2017;95.2977685
2017-02;402;3;5;1;9;0;0;1;05/03/2017;121.2621003
2017-02;164;3;5;1;9;0;0;1;05/03/2017;143.8049886
2017-02;302;3;5;3;6;1;0;0;05/03/2017;91.42876087
2017-02;240;2;1;3;5;1;0;0;05/03/2017;56.73539684
2017-02;441;1;3;2;9;0;0;1;05/03/2017;126.4269391
2017-02;83;3;5;2;7;0;1;0;05/03/2017;100.062538
2017-02;36;3;5;1;10;0;0;1;05/03/2017;152.8753043
2017-02;442;3;5;1;8;0;1;0;05/03/2017;104.6318132
2017-02;362;2;1;2;10;0;0;1;05/03/2017;135.6164111
2017-02;389;3;5;1;8;0;1;0;05/03/2017;106.3585743
2017-02;305;2;1;1;10;0;0;1;05/03/2017;102.9836684
2017-02;352;2;1;3;2;1;0;0;05/03/2017;67.08290504
2017-02;305;3;5;1;10;0;0;1;05/03/2017;124.2979957
2017-03;381;1;3;1;9;0;0;1;05/03/2017;143.8333327
2017-03;285;1;3;2;9;0;0;1;05/03/2017;149.4684663
2017-03;248;3;5;1;9;0;0;1;05/03/2017;112.3204887
2017-03;384;1;3;4;1;1;0;0;05/03/2017;40.86713612
2017-03;199;3;5;1;8;0;1;0;05/03/2017;100.1655563
2017-03;457;1;4;1;9;0;0;1;05/03/2017;136.7452188
2017-03;468;3;5;3;3;1;0;0;05/03/2017;94.50012772
2017-03;64;1;3;2;7;0;1;0;05/03/2017;103.3473144
2017-03;410;1;1;1;10;0;0;1;05/03/2017;136.6651763
2017-03;427;3;5;2;8;0;1;0;05/03/2017;90.49426026
2017-03;114;1;3;1;8;0;1;0;05/03/2017;98.92373177
2017-03;252;1;2;2;8;0;1;0;05/03/2017;109.5884642
2017-03;246;2;1;2;7;0;1;0;05/03/2017;94.93613322
2017-03;7;3;5;2;9;0;0;1;05/03/2017;122.2518275
2017-03;491;3;5;2;7;0;1;0;05/03/2017;107.3850759
2017-03;273;2;1;3;2;1;0;0;05/03/2017;81.96022962
2017-03;395;1;1;2;9;0;0;1;05/03/2017;113.0648773
2017-03;268;2;1;2;8;0;1;0;05/03/2017;90.49441805
2017-03;271;3;5;2;9;0;0;1;05/03/2017;130.1190103
2017-03;70;1;4;2;9;0;0;1;05/03/2017;110.8239507
2017-03;384;1;4;1;10;0;0;1;05/03/2017;106.8253424
2017-03;231;1;4;1;9;0;0;1;05/03/2017;118.131167
2017-03;335;3;5;1;7;0;1;0;05/03/2017;109.9014159
2017-03;292;2;1;1;8;0;1;0;05/03/2017;97.63074811
2017-03;370;1;3;2;8;0;1;0;05/03/2017;103.0769546
2017-03;341;3;5;1;8;0;1;0;05/03/2017;90.37172884
2017-03;31;3;5;2;9;0;0;1;05/03/2017;129.935959
2017-03;388;2;1;2;9;0;0;1;05/03/2017;133.3599656
2017-03;154;2;1;2;9;0;0;1;05/03/2017;143.0475334
2017-03;500;2;1;1;10;0;0;1;05/03/2017;114.2819521
2017-03;95;1;1;2;8;0;1;0;05/03/2017;106.713947
2017-03;292;3;5;3;5;1;0;0;05/03/2017;61.70919068
2017-03;338;1;1;1;9;0;0;1;05/03/2017;119.3689011
2017-03;136;1;1;2;7;0;1;0;05/03/2017;98.22620646
2017-03;400;2;1;4;4;1;0;0;05/03/2017;47.08380637
2017-03;120;3;5;2;10;0;0;1;05/03/2017;146.9115611
2017-03;98;2;1;1;10;0;0;1;05/03/2017;152.9107241
2017-03;425;2;1;1;7;0;1;0;05/03/2017;104.9327043
2017-03;461;3;5;2;7;0;1;0;05/03/2017;100.1435431
2017-03;243;3;5;2;10;0;0;1;05/03/2017;123.8105429
2017-03;71;1;3;2;5;1;0;0;05/03/2017;76.14688141
2017-03;238;2;1;2;8;0;1;0;05/03/2017;107.6717718
2017-03;456;1;3;4;3;1;0;0;05/03/2017;50.31848712
2017-03;233;3;5;4;1;1;0;0;05/03/2017;73.83870242
2017-03;360;2;1;2;9;0;0;1;05/03/2017;139.342807
2017-03;249;2;1;2;8;0;1;0;05/03/2017;91.64567093
2017-03;405;1;2;3;4;1;0;0;05/03/2017;56.9750439
2017-03;11;3;5;1;10;0;0;1;05/03/2017;123.801865
2017-03;17;2;1;2;9;0;0;1;05/03/2017;143.5000815
2017-03;326;3;5;1;9;0;0;1;05/03/2017;147.897505
2017-03;76;1;2;1;7;0;1;0;05/03/2017;92.09043092
2017-03;228;3;5;2;10;0;0;1;05/03/2017;139.3487512
2017-03;318;1;1;1;8;0;1;0;05/03/2017;99.29324626
2017-03;422;2;1;2;7;0;1;0;05/03/2017;92.9057026
2017-03;156;1;4;2;7;0;1;0;05/03/2017;108.8748331
2017-03;109;3;5;4;3;1;0;0;05/03/2017;55.07226762
2017-03;310;2;1;2;9;0;0;1;05/03/2017;128.0096811
2017-03;172;1;3;2;6;1;0;0;05/03/2017;56.75617857
2017-03;132;3;5;1;10;0;0;1;05/03/2017;141.0135423
2017-03;205;3;5;2;9;0;0;1;05/03/2017;123.1692118
2017-03;232;3;5;3;1;1;0;0;05/03/2017;45.77511922
2017-03;206;3;5;2;10;0;0;1;05/03/2017;124.0989869
2017-03;46;3;5;2;6;1;0;0;05/03/2017;82.72596799
2017-03;468;1;3;1;8;0;1;0;05/03/2017;110.0576539
2017-03;27;3;5;2;10;0;0;1;05/03/2017;155.2226656
2017-03;44;3;5;1;10;0;0;1;05/03/2017;120.3330911
2017-03;91;2;1;2;5;1;0;0;05/03/2017;55.47465093
2017-03;133;2;1;2;8;0;1;0;05/03/2017;107.6704236
2017-03;350;2;1;1;7;0;1;0;05/03/2017;99.46823856
2017-03;289;3;5;2;9;0;0;1;05/03/2017;114.0302768
2017-03;77;1;1;1;8;0;1;0;05/03/2017;107.3229044
2017-03;435;1;3;2;9;0;0;1;05/03/2017;152.2061256
2017-03;335;3;5;1;9;0;0;1;05/03/2017;144.3582936
2017-03;289;1;1;1;8;0;1;0;05/03/2017;105.6710016
2017-03;207;3;5;4;4;1;0;0;05/03/2017;95.32995915
2017-03;423;1;4;2;7;0;1;0;05/03/2017;90.41292377
2017-03;335;1;1;2;10;0;0;1;05/03/2017;142.5164624
2017-03;324;1;3;2;9;0;0;1;05/03/2017;112.8012575
2017-03;286;3;5;2;10;0;0;1;05/03/2017;103.8636531
2017-03;278;2;1;1;10;0;0;1;05/03/2017;148.6824588
2017-03;416;3;5;1;8;0;1;0;05/03/2017;92.34822151
2017-03;35;2;1;1;7;0;1;0;05/03/2017;103.663805
2017-03;416;3;5;1;8;0;1;0;05/03/2017;103.4747786
2017-03;286;2;1;2;9;0;0;1;05/03/2017;115.2266982
2017-03;193;1;4;1;8;0;1;0;05/03/2017;107.0049291
2017-03;58;2;1;3;1;1;0;0;05/03/2017;75.7302685
2017-03;129;3;5;3;5;1;0;0;05/03/2017;89.64734519
2017-03;75;2;1;2;9;0;0;1;05/03/2017;158.5032774
2017-03;176;3;5;2;10;0;0;1;05/03/2017;132.9100811
2017-03;143;2;1;1;8;0;1;0;05/03/2017;96.68334641
2017-03;171;1;3;2;7;0;1;0;05/03/2017;89.88332192
2017-03;174;3;5;1;9;0;0;1;05/03/2017;135.5116898
2017-03;392;3;5;2;9;0;0;1;05/03/2017;144.2708942
2017-03;369;2;1;1;9;0;0;1;05/03/2017;155.9018844
2017-03;201;3;5;3;3;1;0;0;05/03/2017;40.5542172
2017-03;257;1;3;2;7;0;1;0;05/03/2017;94.24245625
2017-03;269;3;5;1;9;0;0;1;05/03/2017;111.5639837
2017-03;225;2;1;2;8;0;1;0;05/03/2017;104.6294284
2017-03;109;2;1;2;10;0;0;1;05/03/2017;153.3901912
2017-03;461;3;5;2;9;0;0;1;05/03/2017;109.8244654
2017-03;60;2;1;2;7;0;1;0;05/03/2017;89.86868515
2017-03;267;3;5;2;10;0;0;1;05/03/2017;112.786712
2017-03;404;1;2;2;8;0;1;0;05/03/2017;97.85629208
2017-03;490;2;1;2;10;0;0;1;05/03/2017;105.2886293
2017-03;498;3;5;1;7;0;1;0;05/03/2017;89.86031204
2017-03;109;3;5;2;8;0;1;0;05/03/2017;108.2429605
2017-03;13;1;2;2;9;0;0;1;05/03/2017;123.7052918
2017-03;93;3;5;2;9;0;0;1;05/03/2017;143.4119431
2017-03;440;3;5;1;8;0;1;0;05/03/2017;105.7550718
2017-03;31;2;1;1;9;0;0;1;05/03/2017;157.5872578
2017-03;465;1;4;1;8;0;1;0;12/03/2017;93.66243319
2017-03;340;1;3;2;7;0;1;0;12/03/2017;93.57008124
2017-03;479;3;5;3;5;1;0;0;12/03/2017;50.09597768
2017-03;112;3;5;1;10;0;0;1;12/03/2017;113.9781975
2017-03;214;2;1;2;6;1;0;0;12/03/2017;79.55493745
2017-03;194;1;3;1;7;0;1;0;12/03/2017;99.52218387
2017-03;411;1;3;2;10;0;0;1;12/03/2017;106.5677467
2017-03;289;3;5;1;7;0;1;0;12/03/2017;102.1159668
2017-03;125;2;1;1;8;0;1;0;12/03/2017;110.1894995
2017-03;323;2;1;2;9;0;0;1;12/03/2017;122.8714194
2017-03;214;3;5;1;10;0;0;1;12/03/2017;103.2242285
2017-03;35;1;3;3;5;1;0;0;12/03/2017;60.71003708
2017-03;44;2;1;2;9;0;0;1;12/03/2017;137.5747439
2017-03;344;2;1;3;1;1;0;0;12/03/2017;98.07998491
2017-03;342;2;1;1;7;0;1;0;12/03/2017;95.68272244
2017-03;11;3;5;2;10;0;0;1;12/03/2017;138.0196049
2017-03;67;3;5;2;10;0;0;1;12/03/2017;137.1538375
2017-03;314;1;1;2;7;0;1;0;12/03/2017;96.39704763
2017-03;307;2;1;4;3;1;0;0;12/03/2017;97.94706084
2017-03;231;1;2;1;10;0;0;1;12/03/2017;116.3742267
2017-03;61;3;5;2;9;0;0;1;12/03/2017;154.9079025
2017-03;12;3;5;1;10;0;0;1;12/03/2017;138.0438902
2017-03;177;1;3;2;10;0;0;1;12/03/2017;104.0671378
2017-03;438;1;3;2;9;0;0;1;12/03/2017;124.8225939
2017-03;145;3;5;3;1;1;0;0;12/03/2017;68.22546831
2017-03;13;1;4;1;7;0;1;0;12/03/2017;91.83319138
2017-03;413;2;1;2;7;0;1;0;12/03/2017;92.37069004
2017-03;313;1;1;3;1;1;0;0;12/03/2017;51.32702011
2017-03;208;1;1;2;9;0;0;1;12/03/2017;115.9756351
2017-03;306;1;3;2;7;0;1;0;12/03/2017;93.0959793
2017-03;341;3;5;4;1;1;0;0;12/03/2017;64.66588012
2017-03;36;1;3;1;10;0;0;1;12/03/2017;141.4963522
2017-03;78;3;5;1;7;0;1;0;12/03/2017;89.86373707
2017-03;275;3;5;2;9;0;0;1;12/03/2017;157.052109
2017-03;408;2;1;1;7;0;1;0;12/03/2017;94.00925977
2017-03;202;3;5;1;7;0;1;0;12/03/2017;102.8849641
2017-03;90;3;5;1;10;0;0;1;12/03/2017;124.4236446
2017-03;157;2;1;1;7;0;1;0;12/03/2017;93.73930158
2017-03;423;3;5;1;9;0;0;1;12/03/2017;114.2282279
2017-03;57;2;1;2;8;0;1;0;12/03/2017;95.65121135
2017-03;395;2;1;2;9;0;0;1;12/03/2017;120.2116869
2017-03;145;2;1;2;10;0;0;1;12/03/2017;164.7994789
2017-03;247;2;1;1;8;0;1;0;12/03/2017;97.84157442
2017-03;114;3;5;2;10;0;0;1;12/03/2017;158.6077563
2017-03;448;3;5;1;10;0;0;1;12/03/2017;106.317287
2017-03;344;2;1;2;10;0;0;1;12/03/2017;150.251777
2017-03;280;2;1;2;7;0;1;0;12/03/2017;105.8450279
2017-03;309;3;5;2;7;0;1;0;12/03/2017;89.77159524
2017-03;385;3;5;1;8;0;1;0;12/03/2017;98.51565975
2017-03;348;2;1;4;4;1;0;0;12/03/2017;88.23681211
2017-03;50;1;1;2;10;0;0;1;12/03/2017;149.5222942
2017-03;156;1;2;2;10;0;0;1;12/03/2017;142.9085428
2017-03;285;3;5;2;8;0;1;0;12/03/2017;93.13274722
2017-03;464;2;1;2;9;0;0;1;12/03/2017;140.1360709
2017-03;139;3;5;1;8;0;1;0;12/03/2017;97.6789254
2017-03;71;2;1;2;7;0;1;0;12/03/2017;100.9696499
2017-03;235;3;5;3;1;1;0;0;12/03/2017;61.20524335
2017-03;124;2;1;1;9;0;0;1;12/03/2017;142.9624246
2017-03;381;1;3;3;2;1;0;0;12/03/2017;71.46855669
2017-03;282;3;5;1;7;0;1;0;12/03/2017;90.01650034
2017-03;429;3;5;2;9;0;0;1;12/03/2017;135.0283257
2017-03;171;1;4;3;3;1;0;0;12/03/2017;72.98126616
2017-03;209;2;1;2;7;0;1;0;12/03/2017;93.59962001
2017-03;407;2;1;2;9;0;0;1;12/03/2017;133.4741719
2017-03;139;1;1;2;9;0;0;1;12/03/2017;148.7503041
2017-03;257;3;5;2;10;0;0;1;12/03/2017;156.5893745
2017-03;393;2;1;4;3;1;0;0;12/03/2017;57.3843736
2017-03;253;3;5;1;10;0;0;1;12/03/2017;146.8589837
2017-03;311;1;4;2;7;0;1;0;12/03/2017;95.85250246
2017-03;479;3;5;1;9;0;0;1;12/03/2017;145.1442027
2017-03;240;2;1;1;10;0;0;1;12/03/2017;147.283434
2017-03;219;3;5;3;3;1;0;0;12/03/2017;51.41361568
2017-03;94;2;1;1;8;0;1;0;12/03/2017;96.22972526
2017-03;250;2;1;2;8;0;1;0;12/03/2017;93.43278699
2017-03;476;3;5;2;6;1;0;0;12/03/2017;45.35079745
2017-03;283;2;1;4;4;1;0;0;12/03/2017;85.87018549
2017-03;220;1;3;1;10;0;0;1;12/03/2017;150.5149142
2017-03;364;1;2;1;9;0;0;1;12/03/2017;121.0135668
2017-03;301;2;1;2;9;0;0;1;12/03/2017;134.3445702
2017-03;240;3;5;4;3;1;0;0;12/03/2017;49.00574414
2017-03;123;1;2;1;9;0;0;1;12/03/2017;137.3178318
2017-03;42;3;5;1;10;0;0;1;12/03/2017;136.9426399
2017-03;72;3;5;2;10;0;0;1;12/03/2017;125.6981887
2017-03;200;1;3;3;1;1;0;0;12/03/2017;48.50550823
2017-03;437;3;5;1;10;0;0;1;12/03/2017;138.0992586
2017-03;11;2;1;2;10;0;0;1;12/03/2017;106.71853
2017-03;134;1;2;1;7;0;1;0;12/03/2017;101.9079552
2017-03;80;3;5;1;9;0;0;1;12/03/2017;113.7858907
2017-03;312;2;1;2;8;0;1;0;12/03/2017;109.3252311
2017-03;481;1;3;2;9;0;0;1;12/03/2017;145.5369149
2017-03;352;3;5;1;7;0;1;0;12/03/2017;89.82346851
2017-03;201;2;1;1;7;0;1;0;12/03/2017;104.9093861
2017-03;491;3;5;2;9;0;0;1;12/03/2017;145.7377741
2017-03;29;1;3;3;4;1;0;0;12/03/2017;58.3426983
2017-03;241;3;5;3;6;1;0;0;12/03/2017;64.35229682
2017-03;88;2;1;1;8;0;1;0;12/03/2017;105.9919936
2017-03;145;3;5;3;5;1;0;0;12/03/2017;48.37324292
2017-03;384;2;1;2;10;0;0;1;12/03/2017;151.3290773
2017-03;229;1;2;3;2;1;0;0;12/03/2017;40.31401131
2017-03;271;2;1;3;4;1;0;0;12/03/2017;81.05163128
2017-03;401;1;2;2;7;0;1;0;12/03/2017;99.57051406
2017-03;62;1;4;2;9;0;0;1;12/03/2017;166.2675811
2017-03;31;2;1;2;7;0;1;0;12/03/2017;105.9380421
2017-03;107;3;5;2;10;0;0;1;12/03/2017;108.9964924
2017-03;335;3;5;2;8;0;1;0;12/03/2017;106.6675995
2017-03;374;1;3;3;3;1;0;0;12/03/2017;54.92829417
2017-03;230;3;5;2;8;0;1;0;12/03/2017;107.798298
2017-03;456;1;1;2;7;0;1;0;12/03/2017;102.5044909
2017-03;264;3;5;3;1;1;0;0;12/03/2017;78.07543294
2017-03;469;2;1;2;8;0;1;0;12/03/2017;95.43095364
2017-03;149;3;5;2;8;0;1;0;12/03/2017;108.4018198
2017-03;345;3;5;3;2;1;0;0;12/03/2017;58.97387877
2017-03;346;3;5;2;8;0;1;0;12/03/2017;101.2790054
2017-03;447;3;5;1;10;0;0;1;12/03/2017;149.5776286
2017-03;113;1;2;1;7;0;1;0;12/03/2017;101.6742795
2017-03;486;1;1;2;10;0;0;1;12/03/2017;160.4902466
2017-03;256;3;5;1;10;0;0;1;12/03/2017;151.3033719
2017-03;460;1;4;1;9;0;0;1;12/03/2017;116.6859801
2017-03;429;1;2;1;7;0;1;0;12/03/2017;103.8694842
2017-03;108;1;4;2;9;0;0;1;12/03/2017;138.9536136
2017-03;95;2;1;1;10;0;0;1;12/03/2017;125.9107177
2017-03;489;2;1;2;10;0;0;1;12/03/2017;144.9674748
2017-03;210;2;1;1;7;0;1;0;12/03/2017;97.96538735
2017-03;426;2;1;1;7;0;1;0;12/03/2017;101.8537992
2017-03;110;2;1;1;9;0;0;1;12/03/2017;145.8242478
2017-03;37;2;1;2;7;0;1;0;19/03/2017;100.9340841
2017-03;249;3;5;1;7;0;1;0;19/03/2017;109.4810426
2017-03;494;1;3;3;5;1;0;0;19/03/2017;91.58970656
2017-03;246;1;1;2;9;0;0;1;19/03/2017;152.0497215
2017-03;19;3;5;1;8;0;1;0;19/03/2017;99.65135677
2017-03;149;1;1;1;10;0;0;1;19/03/2017;123.3637871
2017-03;450;3;5;2;7;0;1;0;19/03/2017;90.7820549
2017-03;380;2;1;1;10;0;0;1;19/03/2017;135.0938855
2017-03;273;1;2;4;4;1;0;0;19/03/2017;70.02487028
2017-03;336;3;5;1;8;0;1;0;19/03/2017;96.00106857
2017-03;2;1;1;2;10;0;0;1;19/03/2017;147.203942
2017-03;474;2;1;2;9;0;0;1;19/03/2017;123.1986456
